id,categoria,prodotto,prezzo_clanpesca_eur,sito_concorrente,esito,prezzo_concorrente_eur,disponibilita,url,note,data_rilevazione
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,pescapromo.it,non_trovato,,,https://pescapromo.it/t/mulinelli-rotante/mulinello-shimano-calcutta-conquest,solo Calcutta Conquest A (201A 406.38 disp.); MD assente,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P02,Mulinelli,Shimano Calcutta Conquest MD 401XGLH,485.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,bassstoreitaly.com,ok,209.99,disponibile,https://bassstoreitaly.com/it/shimano-curado-m-151-casting,"Curado M 151HG, SKU CU151HGM identico",2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,pescapromo.it,variante_diversa,231.31,esaurito,https://pescapromo.it/t/mulinelli-rotante/shimano-curado,Curado K MGL 151HG (serie precedente); K 301 disp. 185.17,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,webpesca.it,non_trovato,,,https://www.webpesca.it/shop/mulinello-shimano-curado-m-left-hand/,Curado M in catalogo ma esaurito senza prezzo,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P03,Mulinelli,Shimano Curado 151HG,235.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,bassstoreitaly.com,ok,169.99,disponibile,https://bassstoreitaly.com/it/shimano-slx-bfs-casting,SLX BFS XG 8.2:1,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,webpesca.it,ok,154.00,esaurito,https://www.webpesca.it/shop/mulinello-shimano-slx-bfs-xg-left-hand/,SLX BFS XG left hand,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,pescapromo.it,non_trovato,,,https://pescapromo.it/,solo SLX standard/bobine ricambio; BFS completo assente,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P04,Mulinelli,Shimano SLX BFS XG,189.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,bassstoreitaly.com,ok,105.09,disponibile,https://bassstoreitaly.com/it/shimano-cardiff-a,Cardiff 301 A,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,pescapromo.it,ok,96.95,disponibile,https://pescapromo.it/t/mulinelli-rotante/shimano-cardiff,Cardiff 301A LH,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,webpesca.it,non_trovato,,,https://www.webpesca.it/shop/mulinello-shimano-cardiff-a-left-hand/,Cardiff A in catalogo ma esaurito senza prezzo,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P05,Mulinelli,Shimano Cardiff 301 A,99.50,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,bassstoreitaly.com,ok,134.99,esaurito,https://bassstoreitaly.com/it/shimano-aero-xr,"pagina famiglia Aero XR, prezzo unico",2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,dimensionepesca.com,ok,140.00,disponibile,https://www.dimensionepesca.com/it/ricerca?controller=search&s=aero+xr,Aero XR 4000; anche C3000 135 e 5000 150,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,fishingitalia.com,ok,159.50,disponibile,https://www.fishingitalia.com/prodotto/mulinelli/mulinello-bolognese-match/mulinello-aero-xr-4000-shimano/,Aero XR 4000,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,pescapromo.it,ok,143.95,esaurito,https://pescapromo.it/t/mulinelli/mulinello-per-coregoni-shimano-aero-xr,Aero XR 4000; C3000/C5000 pure esauriti,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,megafish.it,variante_diversa,151.40,nd,https://www.megafish.it/mulinelli-pesca-frizione-anteriore/6847-shimano-reel-aero-xr.html,Aero XR C3000,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,webpesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P06,Mulinelli,Shimano Aero XR 4000,149.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,bassstoreitaly.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,pescapromo.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,webpesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P07,Mulinelli,Shimano Seido 3000 SFA,75.00,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,pescapromo.it,ok,341.95,disponibile,https://pescapromo.it/t/canne-da-spinning/canna-da-spinning-shimano-poison-adrena-2024,Poison Adrena 2024 1.98m 3-10g = 266L,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,bassstoreitaly.com,variante_diversa,299.99,disponibile,https://bassstoreitaly.com/it/jackall-bros-poison-adrena-spinning,2610ML-S 2.08m (listata come Jackall),2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,pescafishingshop.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,pescamia.eu,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,propesca.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,sampey.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,webpesca.it,non_trovato,,,https://www.webpesca.it/shop/canna-spinning-shimano-poison-adrena/,in catalogo ma esaurito senza prezzo,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,amazon.it,bloccato,,,,bot-wall su fetch automatico,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,decathlon.it,bloccato,,,,bot-wall 403,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,free-fishing.it,bloccato,,,,irraggiungibile (connessione fallita),2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,idealo.it,bloccato,,,,bot-wall 403,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,marcosportshop.com,bloccato,,,,bot-wall 403,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,pescaloccasione.it,bloccato,,,,bot-wall (403/503) su ogni accesso,2026-08-05
P08,Canne,Shimano Poison Adrena Spinning 266L Mt 1.98 Gr 3/10,289.90,trovaprezzi.it,bloccato,,,,bot-wall 403/404,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,pescapromo.it,ok,145.18,esaurito,https://pescapromo.it/t/canne-da-pesca-per-pesce-gatto/canna-per-pesce-gatto-shimano-beastmaster-catfish-lure,Lure 2.4m 150g; 2.2m disp. 132.95,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,bassstoreitaly.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,bestpesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,dimensionepesca.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,fishingitalia.com,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,marlinblue.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,megafish.it,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,misterfish.shop,non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
P09,Canne,Shimano Beast Master Cat Fish Lure Cm 240 Gr 150,145.00,mondo-pesca.it (ora escaepescashop.it),non_trovato,,,,ricerca interna/sitemap: nessun risultato,2026-08-05
