id,marca,prodotto,categoria,cp_prezzo_da,cp_prezzo_a,sito,livello_match,prezzo_concorrente,conc_da,conc_a,disponibilita_concorrente,posizione,delta_pct,url_concorrente,url_clanpesca
12952,molix,Molix Hyper Split Ring,Girelle & Moschettoni,5.90,6.90,bassstoreitaly.com,famiglia,5.49,,,disponibile,cp_piu_caro,+7.5,https://bassstoreitaly.com/it/molix-hyper-split-ring,https://clanpesca.com/prodotto/molix-hyper-split-ring/
12957,molix,Molix Insert Tungsten,Piombi,5.90,11.50,bassstoreitaly.com,famiglia,5.99,,,disponibile,in_fascia,+0.0,https://bassstoreitaly.com/it/molix-tungsten-insert-2,https://clanpesca.com/prodotto/molix-insert-tungsten/
13029,strike-pro,Strike Pro Bandit Tail Cm 15 Gr 83.5,Siluro,26.50,26.50,bassstoreitaly.com,possibile,18.99,,,disponibile,cp_piu_caro,+39.5,https://bassstoreitaly.com/it/strike-pro-bandit-tail,https://clanpesca.com/prodotto/strike-pro-bandit-tail-cm-15-gr-83-5/
13033,strike-pro,Strike Pro Big Bandit Crank Cm 20,Siluro,25.00,25.00,bassstoreitaly.com,possibile,17.09,,,disponibile,cp_piu_caro,+46.3,https://bassstoreitaly.com/it/strike-pro-big-bandit-short-lip-crankbait,https://clanpesca.com/prodotto/strike-pro-bandit-crank/
13051,omtd,OMTD Drop Shot OH1200,Ami da Dropshot,5.18,5.18,bassstoreitaly.com,famiglia,5.49,,,esaurito,cp_piu_economico,-5.6,https://bassstoreitaly.com/it/omtd-drop-shot-hooks-oh-1200,https://clanpesca.com/prodotto/omtd-drop-shot-oh1200/
13072,omtd,OMTD Swimbait Weighted OH1500,Ami da Gomma,8.55,8.98,bassstoreitaly.com,famiglia,6.78,,,disponibile,cp_piu_caro,+26.1,https://bassstoreitaly.com/it/omtd-t-swimbait-weighted-oh1500,https://clanpesca.com/prodotto/omtd-swimbait-weighted-oh1500/
13106,omtd,OMTD Single Lure Hook OH1700,Ami,6.50,6.50,bassstoreitaly.com,famiglia,3.99,,,disponibile,cp_piu_caro,+62.9,https://bassstoreitaly.com/it/omtd-single-lure-hook-oh1700,https://clanpesca.com/prodotto/omtd-single-lure-hook-oh1700/
13291,omtd,Omtd Big Swimbait Bladed Hook,Ami da Gomma,9.00,9.00,bassstoreitaly.com,famiglia,7.79,,,disponibile,cp_piu_caro,+15.5,https://bassstoreitaly.com/it/omtd-big-swimbait-bladed-hook,https://clanpesca.com/prodotto/omtd-big-swimbait-bladed-hook/
13305,omtd,Omtd Big Swimbait Hook,Ami da Gomma,6.30,6.30,bassstoreitaly.com,famiglia,6.59,,,disponibile,cp_piu_economico,-4.4,https://bassstoreitaly.com/it/omtd-big-swimbait-weighted-hook,https://clanpesca.com/prodotto/omtd-big-swimbait-hook/
13333,omtd,OMTD Swimbait Hook OH2700,Ami da Gomma,5.35,5.35,escaepescashop.it,famiglia,5.40,,,disponibile,cp_piu_economico,-0.9,https://escaepescashop.it/prodotto/omtd-oh2700-swimbait-hook/,https://clanpesca.com/prodotto/omtd-swimbait-hook-oh2700/
13366,omtd,OMTD T Trout OJ700,Spinning e Casting,6.90,6.90,bassstoreitaly.com,famiglia,6.40,,,disponibile,cp_piu_caro,+7.8,https://bassstoreitaly.com/it/omtd-t-trout-jighead-oj700,https://clanpesca.com/prodotto/omtd-t-trout-oj700/
13367,omtd,OMTD T Power Finesse OJ200,Jig Head,7.99,7.99,bassstoreitaly.com,famiglia,6.09,,,disponibile,cp_piu_caro,+31.2,https://bassstoreitaly.com/it/omtd-t-power-finesse-jighead-oj200,https://clanpesca.com/prodotto/omtd-t-power-finesse-oj200/
13376,imakatsu,Imakatsu Javallon 140,Soft Swimbait,23.90,23.90,bassstoreitaly.com,possibile,17.99,,,disponibile,cp_piu_caro,+32.9,https://bassstoreitaly.com/it/imakatsu-javallon-neo,https://clanpesca.com/prodotto/imakatsu-javallon-140/
13434,tubertini,Tubertini Enduro Bag,Borse,45.00,49.90,escaepescashop.it,famiglia,42.00,42.00,46.50,esaurito,cp_piu_caro,+7.1,https://escaepescashop.it/prodotto/tubertini-borsa-enduro-bag/,https://clanpesca.com/prodotto/tubertini-enduro-bag/
13437,tubertini,Tubertini Offshore Bag,Borse,40.90,47.50,escaepescashop.it,famiglia,15.00,15.00,19.00,esaurito,cp_piu_caro,+172.7,https://escaepescashop.it/prodotto/tubertini-offshore-t-bag/,https://clanpesca.com/prodotto/tubertini-offshore-bag/
13437,tubertini,Tubertini Offshore Bag,Borse,40.90,47.50,megafish.it,famiglia,28.18,,,,cp_piu_caro,+45.1,https://www.megafish.it/borse-e-zaini/6956-tubertini-astuccio-offshore-h-bag.html,https://clanpesca.com/prodotto/tubertini-offshore-bag/
13442,tubertini,Tubertini Fodero Forlì,Mare,36.60,55.00,escaepescashop.it,famiglia,32.00,,,disponibile,cp_piu_caro,+14.4,https://escaepescashop.it/prodotto/tubertini-fodero-forli-1t/,https://clanpesca.com/prodotto/tubertini-fodero-forli/
13445,tubertini,Tubertini Fodero Cesena,Mare,39.00,41.00,escaepescashop.it,famiglia,35.00,,,disponibile,cp_piu_caro,+11.4,https://escaepescashop.it/prodotto/tubertini-fodero-cesena-150/,https://clanpesca.com/prodotto/tubertini-fodero-cesena/
13492,ivyline,Ivyline Acti Mini Gr 1,Spoon,6.60,6.60,bassstoreitaly.com,possibile,6.59,,,disponibile,cp_piu_caro,+0.2,https://bassstoreitaly.com/it/ivyline-acti-mini-dimple,https://clanpesca.com/prodotto/ivyline-acti-mini-gr-1/
13601,owner,Owner Split Ring Hyper Wire 5196,Girelle & Moschettoni,6.90,6.90,bassstoreitaly.com,possibile,5.18,,,disponibile,cp_piu_caro,+33.2,https://bassstoreitaly.com/it/owner-hyper-wire-split-rings-stainless,https://clanpesca.com/prodotto/owner-split-ring-hyper-wire-5196/
13611,owner,Owner Ancorette ST 36 BC 5636,Ancorette,13.95,13.95,bassstoreitaly.com,possibile,6.99,,,disponibile,cp_piu_caro,+99.6,https://bassstoreitaly.com/it/ancorette-owner-stinger-treble-st-36-bc,https://clanpesca.com/prodotto/owner-ancorette-st-36-bc-5636/
13619,owner,Owner Ancorette ST 41 BC 5641,Ancorette,14.90,14.90,bassstoreitaly.com,possibile,6.99,,,disponibile,cp_piu_caro,+113.2,https://bassstoreitaly.com/it/ancorette-owner-stinger-treble-st-36-bc,https://clanpesca.com/prodotto/owner-ancorette-st-41-bc-5641/
13667,heron,Heron Round Jig Head,Jig Head,4.50,4.50,bassstoreitaly.com,famiglia,4.19,,,disponibile,cp_piu_caro,+7.4,https://bassstoreitaly.com/it/heron-round-jig-head,https://clanpesca.com/prodotto/heron-round-jig-head/
13727,omtd,OMTD Ned Rig Jig Head OJ1900,Jig Head,7.20,7.20,bassstoreitaly.com,famiglia,6.33,,,disponibile,cp_piu_caro,+13.7,https://bassstoreitaly.com/it/omtd-oj1900-ned-rig-jig-head,https://clanpesca.com/prodotto/omtd-ned-rig-jig-head-oj1900/
13860,tubertini,Tubertini Express Feeder,Ledgering - Feeder - Inglese,69.00,79.00,escaepescashop.it,famiglia,58.00,58.00,69.00,disponibile,cp_piu_caro,+19.0,https://escaepescashop.it/prodotto/tubertini-express-feeder/,https://clanpesca.com/prodotto/tubertini-express-feeder-ft-11-gr-60-2/
13860,tubertini,Tubertini Express Feeder,Ledgering - Feeder - Inglese,69.00,79.00,webpesca.it,famiglia,54.94,,,esaurito,cp_piu_caro,+25.6,https://www.webpesca.it/shop/canna-feeder-tubertini-express-feeder-2-70-mt-40-gr/,https://clanpesca.com/prodotto/tubertini-express-feeder-ft-11-gr-60-2/
13872,rapture,Rapture Get On Lure Case Bag,Borse,5.00,5.00,escaepescashop.it,famiglia,7.90,,,disponibile,cp_piu_economico,-36.7,https://escaepescashop.it/prodotto/rapture-get-on-lure-case-bag/,https://clanpesca.com/prodotto/rapture-get-on-lure-case-bag/
13877,tubertini,Tubertini Borsa Titan,Borse,69.00,69.00,escaepescashop.it,famiglia,62.00,,,esaurito,cp_piu_caro,+11.3,https://escaepescashop.it/prodotto/tubertini-borsa-titan/,https://clanpesca.com/prodotto/tubertini-borsa-titan/
13886,tubertini,Tubertini Level Chrome,Bolognese,155.00,199.00,escaepescashop.it,famiglia,105.00,105.00,175.00,disponibile,cp_piu_caro,+47.6,https://escaepescashop.it/prodotto/bolognese-tubertini-level-chrome/,https://clanpesca.com/prodotto/tubertini-level-chrome/
13886,tubertini,Tubertini Level Chrome,Bolognese,155.00,199.00,pescamia.eu,famiglia,104.00,,,disponibile,cp_piu_caro,+49.0,https://www.pescamia.eu/product-page/tubertini-level-chrome-canna-bolognese,https://clanpesca.com/prodotto/tubertini-level-chrome/
13919,molix,Molix Waterproof Elite,Borse,13.98,26.50,bassstoreitaly.com,famiglia,27.99,,,disponibile,cp_piu_economico,-5.3,https://bassstoreitaly.com/it/molix-waterproof-elite-series,https://clanpesca.com/prodotto/molix-waterproof-elite/
13919,molix,Molix Waterproof Elite,Borse,13.98,26.50,megafish.it,famiglia,20.10,,,,in_fascia,+0.0,https://www.megafish.it/valigette-e-contenitori/5871-molix-elite-waterproof-scatola-porta-accessori.html,https://clanpesca.com/prodotto/molix-waterproof-elite/
13943,trabucco,Trabucco Trecciato Dyna TEX SLK X8 150 MT,Fili Trecciati,29.90,29.90,escaepescashop.it,possibile,26.00,,,disponibile,cp_piu_caro,+15.0,https://escaepescashop.it/prodotto/trabucco-dyna-tex-slk-x8-special-egi/,https://clanpesca.com/prodotto/trabucco-trecciato-dyna-tex-slk-x8-150-mt/
14043,molix,"Molix Ra Twin 4"" Bulk",Grub,1.15,1.15,bassstoreitaly.com,possibile,1.20,,,disponibile,cp_piu_economico,-4.2,https://bassstoreitaly.com/it/molix-ra-twin-bulk,https://clanpesca.com/prodotto/molix-ra-twin-4-bulk/
14095,molix,"Molix Ra Grub 6""",Luccio,8.98,8.98,bassstoreitaly.com,esatto,7.99,,,disponibile,cp_piu_caro,+12.4,https://bassstoreitaly.com/it/molix-ra-grub-6,https://clanpesca.com/prodotto/molix-ra-grub-6/
14119,elitelure,Elite Lure Shadow Leopard V5,Lipless,13.99,13.99,bassstoreitaly.com,famiglia,8.99,,,disponibile,cp_piu_caro,+55.6,https://bassstoreitaly.com/it/elitelure-v5-shadow-leopard,https://clanpesca.com/prodotto/elite-lure-shadow-leopard-v5/
14132,molix,Molix Trago 65 Spyblade,Lipless,17.10,17.10,bassstoreitaly.com,esatto,15.39,,,disponibile,cp_piu_caro,+11.1,https://bassstoreitaly.com/it/molix-trago-65-spyblade,https://clanpesca.com/prodotto/molix-trago-65-spyblade/
14192,molix,Molix Fluorocarbon 70 MT,Fili Fluorocarbon,13.00,20.80,bassstoreitaly.com,possibile,12.99,,,esaurito,cp_piu_caro,+0.1,https://bassstoreitaly.com/it/molix-fluorocarbon,https://clanpesca.com/prodotto/molix-fluorocarbon-70-mt/
14192,molix,Molix Fluorocarbon 70 MT,Fili Fluorocarbon,13.00,20.80,escaepescashop.it,possibile,10.80,10.80,16.20,disponibile,cp_piu_caro,+20.4,https://escaepescashop.it/prodotto/molix-fluorocarbon/,https://clanpesca.com/prodotto/molix-fluorocarbon-70-mt/
14206,panther-martin,Panther Martin Ardito Spoon Gr 3,Trout Area,6.69,6.69,bassstoreitaly.com,possibile,6.69,,,disponibile,in_fascia,+0.0,https://bassstoreitaly.com/it/panther-martin-ardito-spoon-2,https://clanpesca.com/prodotto/panther-martin-ardito-spoon/
14264,molix,Molix Rod Case,Foderi Portacanne,23.85,36.00,bassstoreitaly.com,famiglia,23.80,,,esaurito,cp_piu_caro,+0.2,https://bassstoreitaly.com/it/molix-rod-case,https://clanpesca.com/prodotto/molix-rod-case/
14367,tubertini,Mulinello Tubertini Hylas FD,Frizione anteriore,189.00,199.00,pescapromo.it,famiglia,146.95,,,disponibile,cp_piu_caro,+28.6,https://pescapromo.it/t/mulinelli/mulinelli-da-spinning-tubertini-ryobi-hylas-fd,https://clanpesca.com/prodotto/tubertini-hylas-fd/
14463,tubertini,Tubertini Vertigo Black,Frizione anteriore,110.00,122.00,pescamia.eu,famiglia,119.00,,,disponibile,in_fascia,+0.0,https://www.pescamia.eu/product-page/tubertini-mulinello-vertigo-black,https://clanpesca.com/prodotto/tubertini-vertigo-black/
14557,owner,Owner 5121 Welded Quick Snap,Girelle & Moschettoni,7.50,7.50,bassstoreitaly.com,possibile,5.99,,,disponibile,cp_piu_caro,+25.2,https://bassstoreitaly.com/it/owner-hyper-welded-quick-snap,https://clanpesca.com/prodotto/owner-5121-welded-quick-snap/
14560,owner,Owner 5122 Jig Rig W-Lead Sinker,Jig Head,5.89,5.89,bassstoreitaly.com,possibile,4.59,,,disponibile,cp_piu_caro,+28.3,https://bassstoreitaly.com/it/owner-jig-rig-lead-sinker,https://clanpesca.com/prodotto/owner-5122-jig-rig-w-lead-sinker/
14573,owner,Owner 5140 J-Hook,Ami da Gomma,5.89,5.89,bassstoreitaly.com,possibile,2.54,,,disponibile,cp_piu_caro,+131.9,https://bassstoreitaly.com/it/owner-s-59-single-hook,https://clanpesca.com/prodotto/owner-5140-j-hook/
14573,owner,Owner 5140 J-Hook,Ami da Gomma,5.89,5.89,pescapromo.it,possibile,4.76,,,esaurito,cp_piu_caro,+23.7,https://pescapromo.it/t/ami-per-pesca-in-mare/owner-5114-circle-hooks,https://clanpesca.com/prodotto/owner-5140-j-hook/
14600,owner,Owner 5155 Lead Sinker,Piombi,3.95,3.95,bassstoreitaly.com,possibile,4.59,,,disponibile,cp_piu_economico,-13.9,https://bassstoreitaly.com/it/owner-jig-rig-lead-sinker,https://clanpesca.com/prodotto/owner-5155-lead-sinker/
14633,owner,Owner 51725 SBL-47,Ami senza Ardiglione,2.95,2.95,bassstoreitaly.com,possibile,2.95,,,disponibile,in_fascia,+0.0,https://bassstoreitaly.com/it/owner-sbl-67-hook,https://clanpesca.com/prodotto/owner-51725-sbl-47/
